person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default,risk_segment
24,48000,Mortgage,0.0,Education,B,4400,11.83,0,0.09,N,2,0.02,Low Risk
26,48000,Mortgage,7.0,Home Improvement,C,16750,14.26,0,0.35,Y,3,0.12,Low Risk
23,48000,Own,8.0,Education,C,6000,12.87,0,0.13,Y,2,0.01,Low Risk
22,48000,Mortgage,3.0,Venture,B,8000,12.53,0,0.17,N,4,0.01,Low Risk
25,28000,Rent,2.0,Personal,B,6000,10.59,1,0.21,N,4,0.73,High Risk
23,28000,Rent,5.0,Personal,B,6000,9.63,0,0.21,N,4,0.08,Low Risk
22,28000,Rent,3.0,Education,C,6000,12.98,0,0.21,Y,2,0.05,Low Risk
26,48000,Mortgage,10.0,Education,A,10000,7.74,0,0.21,N,2,0.08,Low Risk
23,28000,Rent,0.0,Education,A,6000,9.63,0,0.21,N,4,0.05,Low Risk
23,28284,Rent,8.0,Venture,A,6000,7.66,0,0.21,N,4,0.01,Low Risk
21,48000,Mortgage,5.0,Education,C,10800,12.84,0,0.23,N,2,0.03,Low Risk
25,28675,Rent,1.0,Debt Consolidation,A,6000,8.9,0,0.21,N,3,0.04,Low Risk
21,28800,Rent,3.0,Education,C,6000,13.8,0,0.21,Y,4,0.07,Low Risk
21,28800,Rent,2.0,Home Improvement,B,6000,10.62,1,0.21,N,3,0.94,High Risk
23,28800,Rent,0.0,Debt Consolidation,A,6000,8.94,0,0.21,N,3,0.04,Low Risk
25,28800,Rent,1.0,Venture,E,6000,17.04,1,0.21,Y,4,0.96,High Risk
24,29000,Rent,5.0,Medical,C,6000,15.27,0,0.21,N,2,0.01,Low Risk
23,29000,Rent,1.0,Venture,A,6000,5.99,0,0.21,N,3,0.01,Low Risk
23,29000,Rent,7.0,Personal,C,6000,13.61,0,0.21,N,4,0.1,Low Risk
22,29000,Rent,5.0,Venture,B,6000,10.25,0,0.21,N,2,0.01,Low Risk
22,29000,Rent,4.0,Venture,B,6000,11.46,0,0.21,N,3,0.0,Low Risk
24,48000,Own,3.0,Home Improvement,C,2800,12.53,0,0.06,Y,4,0.0,Low Risk
23,29820,Rent,0.0,Education,C,6000,14.22,0,0.2,N,3,0.09,Low Risk
22,30000,Rent,4.0,Medical,B,6000,12.42,0,0.2,N,4,0.05,Low Risk
24,48000,Own,5.0,Venture,A,10400,7.37,0,0.22,N,3,0.0,Low Risk
22,30000,Rent,1.0,Education,B,6000,10.65,0,0.2,N,2,0.05,Low Risk
22,30000,Rent,7.0,Education,C,6000,14.27,1,0.2,N,3,0.73,High Risk
22,48000,Mortgage,6.0,Education,A,9925,9.63,0,0.21,N,2,0.06,Low Risk
24,30000,Rent,0.0,Medical,C,6000,13.49,0,0.2,N,2,0.11,Low Risk
24,48000,Other,5.0,Venture,B,7800,11.89,0,0.16,N,4,0.0,Low Risk
24,30000,Rent,6.0,Medical,A,6000,7.51,0,0.2,N,3,0.0,Low Risk
23,48000,Mortgage,2.0,Education,A,10000,9.32,0,0.21,N,4,0.02,Low Risk
24,30000,Rent,2.0,Debt Consolidation,C,6000,13.49,0,0.2,N,3,0.09,Low Risk
22,30000,Rent,6.0,Education,A,6000,7.51,0,0.2,N,4,0.07,Low Risk
24,30000,Rent,0.0,Venture,B,6000,12.42,0,0.2,N,2,0.01,Low Risk
22,30000,Rent,2.0,Personal,B,6000,12.42,0,0.2,N,4,0.05,Low Risk
24,48000,Own,8.0,Personal,A,1300,9.07,0,0.03,N,4,0.02,Low Risk
22,48000,Mortgage,0.0,Debt Consolidation,A,4800,9.07,0,0.1,N,3,0.09,Low Risk
22,48000,Own,4.0,Personal,B,2400,11.46,0,0.05,N,3,0.02,Low Risk
25,48000,Mortgage,9.0,Education,C,7000,12.09,0,0.15,Y,2,0.02,Low Risk
24,30000,Rent,3.0,Education,B,6000,11.71,0,0.2,N,4,0.0,Low Risk
23,30000,Rent,3.0,Debt Consolidation,B,6000,11.71,0,0.2,N,4,0.06,Low Risk
23,48000,Own,6.0,Education,B,5000,10.08,0,0.1,N,4,0.0,Low Risk
24,48000,Mortgage,2.0,Home Improvement,A,5000,7.68,0,0.1,N,4,0.05,Low Risk
23,30000,Rent,0.0,Education,C,6000,13.49,0,0.2,Y,3,0.05,Low Risk
22,30000,Rent,4.0,Personal,B,6000,10.99,1,0.2,N,2,0.73,High Risk
23,30000,Rent,0.0,Education,A,6000,8.49,0,0.2,N,3,0.04,Low Risk
24,30000,Rent,2.0,Home Improvement,D,6000,15.99,1,0.2,Y,3,1.0,High Risk
22,30000,Rent,3.0,Personal,B,6000,10.37,0,0.2,N,2,0.14,Low Risk
26,30000,Rent,2.0,Medical,A,6000,6.54,0,0.2,N,2,0.03,Low Risk
23,30000,Rent,7.0,Personal,C,6000,14.72,0,0.2,Y,4,0.15,Low Risk
21,30000,Rent,4.0,Medical,A,6000,7.51,0,0.2,N,3,0.03,Low Risk
24,48000,Mortgage,1.0,Medical,C,3500,10.28,0,0.07,N,4,0.1,Low Risk
21,30000,Rent,3.0,Medical,A,6000,8.94,0,0.2,N,2,0.05,Low Risk
26,30000,Rent,3.0,Debt Consolidation,A,6000,7.74,0,0.2,N,3,0.02,Low Risk
23,48152,Mortgage,7.0,Medical,A,9500,7.29,0,0.2,N,2,0.01,Low Risk
21,31000,Rent,6.0,Medical,A,6000,6.03,0,0.19,N,3,0.04,Low Risk
23,48235,Mortgage,5.0,Venture,B,20000,12.18,0,0.41,N,2,0.02,Low Risk
25,48360,Mortgage,9.0,Education,A,6000,7.66,0,0.12,N,3,0.03,Low Risk
26,31200,Rent,10.0,Debt Consolidation,C,6000,15.23,0,0.19,N,3,0.13,Low Risk
21,31200,Rent,1.0,Debt Consolidation,D,6000,16.89,1,0.19,N,3,1.0,High Risk
25,31200,Rent,1.0,Debt Consolidation,C,6000,13.8,1,0.19,N,4,0.72,High Risk
22,31200,Rent,4.0,Education,C,6000,13.22,0,0.19,N,2,0.05,Low Risk
22,31680,Rent,6.0,Education,B,6000,11.12,0,0.19,N,4,0.13,Low Risk
24,32000,Rent,1.0,Home Improvement,C,6000,13.49,1,0.19,N,3,0.87,High Risk
26,48500,Mortgage,9.0,Home Improvement,A,13000,7.29,0,0.27,N,3,0.02,Low Risk
23,48500,Mortgage,8.0,Personal,B,6000,10.25,0,0.12,N,2,0.07,Low Risk
21,32000,Rent,5.0,Debt Consolidation,A,6000,5.42,0,0.19,N,4,0.04,Low Risk
25,32000,Rent,2.0,Medical,B,6000,10.62,1,0.19,N,2,0.7,High Risk
25,48500,Other,1.0,Education,E,19500,15.57,1,0.4,N,4,0.87,High Risk
22,42500,Mortgage,6.0,Medical,E,7000,15.57,1,0.16,Y,4,0.96,High Risk
25,32000,Rent,1.0,Personal,D,6000,12.92,1,0.19,Y,3,1.0,High Risk
22,48526,Mortgage,0.0,Education,B,13500,11.14,0,0.28,N,3,0.03,Low Risk
24,32004,Rent,2.0,Personal,D,6000,14.84,1,0.19,N,4,1.0,High Risk
23,48600,Own,2.0,Medical,A,5000,7.49,0,0.1,N,2,0.03,Low Risk
22,32496,Rent,4.0,Personal,C,6000,13.04,0,0.18,N,4,0.06,Low Risk
23,48600,Mortgage,5.0,Medical,B,6000,11.86,0,0.12,N,4,0.07,Low Risk
23,48600,Mortgage,7.0,Personal,B,19000,11.36,0,0.39,N,4,0.06,Low Risk
26,33000,Rent,1.0,Venture,D,6000,14.84,1,0.18,N,2,0.98,High Risk
22,33000,Rent,6.0,Personal,C,6000,13.85,0,0.18,N,4,0.02,Low Risk
24,48661,Mortgage,7.0,Education,D,8000,17.58,0,0.16,N,2,0.16,Low Risk
23,33276,Rent,4.0,Education,C,6000,11.03,0,0.18,Y,4,0.05,Low Risk
21,33280,Rent,0.0,Venture,C,6000,13.23,0,0.18,Y,2,0.08,Low Risk
26,33600,Rent,4.0,Debt Consolidation,B,6000,10.71,0,0.18,N,3,0.09,Low Risk
22,33650,Rent,1.0,Education,D,6000,12.86,1,0.18,N,4,0.87,High Risk
24,48732,Other,6.0,Medical,A,3500,9.32,0,0.07,N,4,0.01,Low Risk
24,48800,Mortgage,7.0,Debt Consolidation,A,9000,7.49,0,0.18,N,2,0.01,Low Risk
21,33996,Rent,1.0,Personal,C,6000,12.53,0,0.18,Y,3,0.14,Low Risk
24,48852,Mortgage,4.0,Venture,A,10300,6.99,0,0.21,N,2,0.0,Low Risk
24,34000,Rent,0.0,Personal,A,6000,8.9,0,0.18,N,4,0.09,Low Risk
26,34000,Rent,6.0,Debt Consolidation,B,6000,12.69,0,0.18,N,4,0.08,Low Risk
24,48960,Mortgage,8.0,Venture,E,10000,18.39,0,0.2,N,3,0.04,Low Risk
23,34000,Rent,2.0,Debt Consolidation,D,6000,14.09,1,0.18,Y,4,0.97,High Risk
22,48996,Mortgage,5.0,Medical,A,5000,7.9,0,0.1,N,4,0.03,Low Risk
23,48996,Mortgage,7.0,Education,C,10525,13.61,0,0.21,N,2,0.05,Low Risk
25,29000,Rent,0.0,Medical,C,6000,13.49,1,0.21,N,3,0.72,High Risk
22,35000,Rent,2.0,Medical,A,6000,7.49,0,0.17,N,2,0.04,Low Risk
22,42996,Mortgage,7.0,Home Improvement,C,12000,13.79,1,0.28,N,4,0.87,High Risk
23,29000,Rent,5.0,Education,A,6000,7.88,1,0.21,N,3,0.67,High Risk
24,35000,Rent,0.0,Venture,C,6000,13.98,0,0.17,Y,4,0.08,Low Risk
24,35004,Rent,2.0,Venture,B,6000,10.59,0,0.17,N,3,0.0,Low Risk
24,29004,Rent,0.0,Venture,D,6000,15.62,1,0.21,N,3,1.0,High Risk
26,29004,Rent,1.0,Personal,D,6000,14.11,1,0.21,N,4,0.97,High Risk
23,49000,Mortgage,6.0,Debt Consolidation,A,9600,5.42,0,0.2,N,3,0.07,Low Risk
24,43000,Mortgage,1.0,Personal,D,4000,17.49,1,0.09,N,3,0.78,High Risk
23,49000,Mortgage,5.0,Education,A,3500,5.42,0,0.07,N,2,0.0,Low Risk
24,43000,Mortgage,8.0,Debt Consolidation,D,10000,16.89,1,0.23,Y,2,0.9,High Risk
26,29364,Rent,4.0,Home Improvement,C,6000,13.35,1,0.2,Y,4,0.89,High Risk
24,43000,Mortgage,2.0,Debt Consolidation,B,3000,10.99,1,0.07,N,3,0.62,High Risk
23,49000,Mortgage,7.0,Venture,C,4000,13.99,0,0.08,N,4,0.04,Low Risk
25,35392,Rent,9.0,Education,A,6000,7.4,0,0.17,N,3,0.02,Low Risk
25,49000,Mortgage,9.0,Debt Consolidation,A,7000,6.99,0,0.14,N,3,0.01,Low Risk
22,29916,Rent,1.0,Personal,D,6000,15.65,1,0.2,N,2,1.0,High Risk
24,49000,Mortgage,5.0,Home Improvement,A,2700,6.92,0,0.06,N,4,0.03,Low Risk
22,49000,Mortgage,6.0,Education,A,2400,5.79,0,0.05,N,4,0.01,Low Risk
23,49000,Mortgage,7.0,Medical,A,2400,7.66,0,0.05,N,3,0.02,Low Risk
25,49000,Mortgage,2.0,Home Improvement,B,18225,10.0,0,0.37,N,4,0.05,Low Risk
26,49000,Mortgage,10.0,Education,B,20000,10.0,0,0.41,N,2,0.1,Low Risk
22,30000,Rent,7.0,Education,C,6000,14.79,1,0.2,N,4,0.78,High Risk
22,30000,Rent,0.0,Debt Consolidation,E,6000,19.39,1,0.2,Y,4,0.98,High Risk
22,36000,Rent,1.0,Debt Consolidation,C,6000,12.68,0,0.17,N,4,0.1,Low Risk
26,30000,Rent,2.0,Debt Consolidation,E,6000,16.77,1,0.2,N,2,1.0,High Risk
23,49000,Mortgage,2.0,Venture,A,6000,7.88,0,0.12,N,4,0.0,Low Risk
26,49000,Mortgage,10.0,Education,A,14000,7.88,0,0.29,N,2,0.06,Low Risk
22,36000,Rent,6.0,Education,B,6000,10.0,0,0.17,N,3,0.03,Low Risk
24,49000,Mortgage,7.0,Medical,A,3500,7.88,0,0.07,N,3,0.02,Low Risk
25,49000,Own,4.0,Home Improvement,A,2500,6.76,0,0.05,N,4,0.01,Low Risk
22,36000,Rent,4.0,Education,B,6000,10.36,0,0.17,N,3,0.02,Low Risk
23,36000,Rent,2.0,Medical,B,6000,11.86,0,0.17,N,4,0.03,Low Risk
25,36000,Rent,9.0,Debt Consolidation,C,6000,14.72,0,0.17,N,2,0.06,Low Risk
22,49000,Mortgage,6.0,Venture,A,4000,8.94,0,0.08,N,2,0.0,Low Risk
22,49000,Mortgage,2.0,Debt Consolidation,B,8500,12.53,0,0.17,N,2,0.04,Low Risk
22,36000,Rent,6.0,Education,B,6000,10.75,0,0.17,N,3,0.02,Low Risk
21,36000,Rent,2.0,Education,B,6000,11.86,0,0.17,N,3,0.05,Low Risk
22,49000,Mortgage,4.0,Venture,A,7000,9.32,0,0.14,N,2,0.01,Low Risk
23,30000,Rent,4.0,Debt Consolidation,D,6000,16.32,1,0.2,Y,3,0.98,High Risk
23,36000,Rent,7.0,Personal,A,6000,7.51,0,0.17,N,3,0.07,Low Risk
24,49000,Mortgage,2.0,Venture,E,20000,15.57,0,0.41,Y,4,0.25,Medium Risk
24,49000,Mortgage,2.0,Venture,D,7000,13.17,0,0.14,Y,4,0.18,Low Risk
22,36000,Rent,1.0,Debt Consolidation,A,6000,7.51,0,0.17,N,2,0.02,Low Risk
22,49032,Mortgage,6.0,Education,B,2400,11.86,0,0.05,N,2,0.03,Low Risk
22,49140,Own,0.0,Education,C,3000,13.16,0,0.06,N,2,0.01,Low Risk
25,49152,Mortgage,7.0,Medical,B,3000,11.71,0,0.06,N,2,0.07,Low Risk
24,36000,Rent,5.0,Medical,D,6000,14.96,0,0.17,N,2,0.35,Medium Risk
24,30000,Rent,0.0,Personal,D,6000,14.11,1,0.2,Y,4,1.0,High Risk
25,30000,Rent,9.0,Education,D,6000,14.74,1,0.2,Y,4,0.8,High Risk
21,30000,Rent,1.0,Education,C,6000,13.16,1,0.2,Y,4,0.76,High Risk
22,49200,Mortgage,6.0,Venture,A,4800,7.51,0,0.1,N,3,0.0,Low Risk
25,49200,Mortgage,6.0,Medical,A,5600,7.49,0,0.11,N,2,0.01,Low Risk
26,30000,Rent,1.0,Medical,E,6000,15.45,1,0.2,N,4,1.0,High Risk
25,49200,Mortgage,2.0,Education,B,6000,10.0,0,0.12,N,2,0.02,Low Risk
24,49200,Own,8.0,Education,C,4000,13.06,0,0.08,N,4,0.03,Low Risk
26,49200,Own,11.0,Home Improvement,B,10750,11.11,0,0.22,N,3,0.01,Low Risk
26,49200,Mortgage,8.0,Education,A,4800,6.17,0,0.1,N,3,0.01,Low Risk
23,36100,Rent,0.0,Education,B,6000,9.88,0,0.17,N,2,0.01,Low Risk
22,36250,Rent,6.0,Education,C,6000,14.22,0,0.17,Y,3,0.01,Low Risk
21,36450,Rent,0.0,Education,A,6000,8.63,0,0.16,N,3,0.02,Low Risk
22,36628,Rent,4.0,Education,B,6000,11.86,0,0.16,N,4,0.01,Low Risk
25,36852,Rent,1.0,Education,B,6000,12.42,0,0.16,N,2,0.01,Low Risk
23,31000,Rent,1.0,Debt Consolidation,B,6000,11.71,1,0.19,N,2,0.72,High Risk
24,37000,Rent,1.0,Debt Consolidation,A,6000,7.66,0,0.16,N,2,0.01,Low Risk
24,49344,Mortgage,6.0,Debt Consolidation,B,8500,9.99,0,0.17,N,4,0.04,Low Risk
24,37000,Rent,8.0,Medical,A,6000,6.76,0,0.16,N,4,0.01,Low Risk
22,37000,Rent,5.0,Education,B,6000,11.83,0,0.16,N,4,0.02,Low Risk
26,49441,Own,11.0,Home Improvement,A,12000,6.99,0,0.24,N,4,0.02,Low Risk
21,37200,Rent,2.0,Debt Consolidation,B,6000,11.71,0,0.16,N,4,0.08,Low Risk
24,37200,Rent,2.0,Personal,B,6000,9.99,0,0.16,N,3,0.06,Low Risk
22,37500,Rent,6.0,Medical,B,6000,12.42,0,0.16,N,2,0.05,Low Risk
24,37920,Rent,4.0,Debt Consolidation,A,6000,6.99,0,0.16,N,3,0.0,Low Risk
22,49500,Mortgage,5.0,Venture,B,10000,10.36,0,0.2,N,3,0.0,Low Risk
25,32000,Rent,9.0,Debt Consolidation,C,6000,12.99,1,0.19,Y,2,0.74,High Risk
25,49500,Mortgage,2.0,Debt Consolidation,A,2400,7.51,0,0.05,N,2,0.01,Low Risk
25,38000,Rent,8.0,Personal,A,6000,6.99,0,0.16,N,4,0.01,Low Risk
22,38000,Rent,2.0,Education,C,6000,13.57,0,0.16,Y,4,0.03,Low Risk
25,49500,Mortgage,3.0,Debt Consolidation,C,9250,13.79,0,0.19,Y,2,0.03,Low Risk
24,38000,Rent,0.0,Debt Consolidation,B,6000,10.39,0,0.16,N,2,0.0,Low Risk
23,38000,Rent,5.0,Education,B,6000,10.46,0,0.16,N,2,0.01,Low Risk
22,49536,Mortgage,6.0,Debt Consolidation,A,5200,6.62,0,0.1,N,2,0.01,Low Risk
25,38004,Rent,0.0,Debt Consolidation,B,6000,11.89,0,0.16,N,2,0.01,Low Risk
24,43590,Mortgage,8.0,Medical,B,8000,11.83,1,0.18,N,3,0.65,High Risk
22,49600,Mortgage,4.0,Venture,D,10000,14.96,0,0.2,Y,3,0.08,Low Risk
24,49600,Mortgage,8.0,Home Improvement,A,2500,7.4,0,0.05,N,2,0.03,Low Risk
25,49600,Mortgage,9.0,Medical,C,10000,11.66,0,0.2,Y,4,0.07,Low Risk
25,43633,Mortgage,3.0,Debt Consolidation,D,9000,15.62,1,0.21,N,3,0.96,High Risk
24,33000,Rent,3.0,Debt Consolidation,D,6000,15.62,1,0.18,N,2,0.94,High Risk
25,49713,Mortgage,7.0,Debt Consolidation,B,12000,11.86,0,0.24,N,2,0.1,Low Risk
25,49716,Mortgage,6.0,Medical,A,8000,9.32,0,0.16,N,2,0.01,Low Risk
21,39000,Rent,4.0,Education,B,6000,10.38,0,0.15,N,3,0.03,Low Risk
22,39000,Rent,1.0,Education,A,6000,8.0,0,0.15,N,3,0.02,Low Risk
25,33600,Rent,9.0,Debt Consolidation,D,6000,15.58,1,0.18,Y,2,0.96,High Risk
21,39900,Rent,3.0,Debt Consolidation,B,6000,11.49,0,0.15,N,3,0.06,Low Risk
23,39996,Rent,2.0,Debt Consolidation,A,6000,7.51,0,0.15,N,3,0.01,Low Risk
25,39996,Rent,9.0,Venture,B,6000,9.7,0,0.15,N,4,0.01,Low Risk
23,39996,Rent,0.0,Education,C,6000,11.66,0,0.15,N,3,0.01,Low Risk
25,49920,Mortgage,9.0,Debt Consolidation,A,3325,5.42,0,0.07,N,3,0.03,Low Risk
25,40000,Rent,2.0,Medical,B,6000,10.65,0,0.15,N,3,0.04,Low Risk
22,40000,Rent,1.0,Medical,B,6000,12.69,0,0.15,N,4,0.05,Low Risk
22,49920,Mortgage,1.0,Education,C,10000,12.53,0,0.2,N,3,0.01,Low Risk
26,49992,Mortgage,10.0,Debt Consolidation,B,6000,10.99,0,0.12,N,2,0.08,Low Risk
26,49995,Mortgage,10.0,Education,B,10000,11.71,0,0.2,N,3,0.03,Low Risk
24,40000,Rent,3.0,Education,A,6000,6.62,0,0.15,N,3,0.0,Low Risk
23,50000,Own,7.0,Education,B,10000,11.71,0,0.2,N,3,0.0,Low Risk
24,40000,Rent,4.0,Personal,C,6000,13.99,0,0.15,Y,3,0.03,Low Risk
25,40000,Rent,0.0,Education,A,6000,7.66,0,0.15,N,3,0.01,Low Risk
22,50000,Mortgage,2.0,Education,B,22000,9.91,0,0.44,N,2,0.0,Low Risk
22,40000,Rent,0.0,Venture,A,6000,7.66,0,0.15,N,2,0.0,Low Risk
25,50000,Mortgage,10.0,Education,C,10000,13.49,0,0.2,Y,4,0.01,Low Risk
23,40000,Rent,3.0,Education,A,6000,5.79,0,0.15,N,4,0.02,Low Risk
25,40000,Rent,5.0,Personal,A,6000,7.88,0,0.15,N,4,0.0,Low Risk
25,50000,Mortgage,9.0,Personal,C,20000,15.27,0,0.4,N,4,0.13,Low Risk
22,40000,Rent,5.0,Venture,A,6000,7.51,0,0.15,N,4,0.0,Low Risk
23,40000,Rent,5.0,Medical,A,6000,8.94,0,0.15,N,3,0.01,Low Risk
24,50000,Mortgage,2.0,Personal,A,6000,7.51,0,0.12,N,3,0.0,Low Risk
22,50000,Mortgage,6.0,Education,B,13000,10.65,0,0.26,N,3,0.01,Low Risk
22,40000,Rent,0.0,Education,C,6000,12.87,0,0.15,Y,3,0.03,Low Risk
23,40000,Rent,1.0,Personal,A,6000,7.68,0,0.15,N,2,0.02,Low Risk
21,50000,Mortgage,5.0,Education,C,9000,13.49,0,0.18,N,4,0.02,Low Risk
22,40000,Rent,0.0,Venture,A,6000,8.32,0,0.15,N,3,0.0,Low Risk
21,40000,Rent,1.0,Education,B,6000,10.08,0,0.15,N,3,0.04,Low Risk
23,34255,Rent,7.0,Venture,G,6000,22.11,1,0.18,Y,3,0.9,High Risk
23,50000,Own,5.0,Venture,A,7000,8.9,0,0.14,N,4,0.0,Low Risk
24,41000,Rent,3.0,Education,A,6000,8.9,0,0.15,N,3,0.0,Low Risk
24,50000,Mortgage,0.0,Education,B,18650,9.91,0,0.37,N,3,0.07,Low Risk
22,50000,Mortgage,6.0,Education,A,4800,6.03,0,0.1,N,3,0.0,Low Risk
23,41000,Rent,3.0,Medical,B,6000,10.99,0,0.15,N,2,0.03,Low Risk
26,44000,Mortgage,10.0,Personal,D,20000,17.27,1,0.45,Y,2,0.74,High Risk
24,41004,Rent,8.0,Education,A,6000,7.68,0,0.15,N,4,0.01,Low Risk
23,41124,Rent,7.0,Debt Consolidation,A,6000,7.49,0,0.15,N,4,0.02,Low Risk
22,50000,Mortgage,6.0,Venture,B,6000,12.69,0,0.12,N,4,0.0,Low Risk
24,44000,Mortgage,4.0,Home Improvement,A,2200,8.9,1,0.05,N,4,0.69,High Risk
25,35196,Rent,2.0,Medical,D,6000,14.54,1,0.17,N,3,0.97,High Risk
25,50000,Mortgage,9.0,Venture,A,18650,7.9,0,0.37,N,4,0.04,Low Risk
25,42000,Rent,5.0,Medical,B,6000,12.42,0,0.14,N,2,0.02,Low Risk
22,42000,Rent,6.0,Debt Consolidation,B,6000,10.65,0,0.14,N,2,0.04,Low Risk
23,42000,Rent,5.0,Venture,B,6000,9.99,0,0.14,N,4,0.0,Low Risk
26,42000,Rent,3.0,Education,A,6000,7.29,0,0.14,N,2,0.01,Low Risk
23,50000,Mortgage,6.0,Education,B,17000,12.42,0,0.34,N,3,0.06,Low Risk
23,50000,Mortgage,7.0,Education,A,3000,6.03,0,0.06,N,4,0.01,Low Risk
25,50000,Mortgage,6.0,Home Improvement,C,11200,14.27,0,0.22,Y,4,0.04,Low Risk
24,42000,Rent,8.0,Debt Consolidation,C,6000,12.68,0,0.14,N,4,0.04,Low Risk
25,50000,Mortgage,8.0,Debt Consolidation,B,12500,10.65,0,0.25,N,4,0.05,Low Risk
24,50000,Own,5.0,Debt Consolidation,D,15000,16.29,0,0.3,N,4,0.0,Low Risk
26,42000,Rent,0.0,Venture,B,6000,11.12,0,0.14,N,4,0.01,Low Risk
26,42000,Rent,8.0,Medical,C,6000,12.73,0,0.14,N,4,0.06,Low Risk
25,50000,Own,2.0,Home Improvement,B,20000,11.71,0,0.4,N,4,0.0,Low Risk
23,42996,Rent,2.0,Education,C,6000,12.84,0,0.14,Y,2,0.02,Low Risk
25,50000,Mortgage,3.0,Debt Consolidation,A,17000,6.03,0,0.34,N,2,0.06,Low Risk
26,50000,Mortgage,3.0,Debt Consolidation,A,8000,6.62,0,0.16,N,4,0.0,Low Risk
25,50000,Mortgage,0.0,Venture,E,8000,19.42,0,0.16,N,2,0.21,Medium Risk
23,50000,Mortgage,7.0,Debt Consolidation,A,2000,6.62,0,0.04,N,4,0.01,Low Risk
21,50000,Mortgage,5.0,Venture,A,3500,6.03,0,0.07,N,4,0.0,Low Risk
25,50000,Mortgage,0.0,Debt Consolidation,A,2600,6.03,0,0.05,N,3,0.01,Low Risk
26,44000,Mortgage,3.0,Debt Consolidation,D,3500,16.29,1,0.08,N,3,0.93,High Risk
25,44000,Rent,1.0,Education,B,6000,12.69,0,0.14,N,4,0.01,Low Risk
23,44000,Rent,2.0,Medical,C,6000,14.22,0,0.14,Y,4,0.02,Low Risk
22,50000,Mortgage,6.0,Personal,A,8000,6.03,0,0.16,N,3,0.0,Low Risk
24,44000,Rent,1.0,Medical,A,6000,8.0,0,0.14,N,2,0.01,Low Risk
23,50000,Own,4.0,Personal,B,12600,11.71,0,0.25,N,4,0.0,Low Risk
24,50000,Own,5.0,Venture,B,5000,12.69,0,0.1,N,3,0.01,Low Risk
25,50000,Mortgage,2.0,Venture,A,10000,7.9,0,0.2,N,2,0.0,Low Risk
26,45000,Rent,1.0,Education,B,6000,9.91,0,0.13,N,2,0.0,Low Risk
24,50000,Mortgage,7.0,Venture,B,7500,11.71,0,0.15,N,4,0.0,Low Risk
24,50000,Own,7.0,Home Improvement,B,20000,12.69,0,0.4,N,2,0.04,Low Risk
26,45000,Rent,1.0,Venture,B,6000,11.71,0,0.13,N,2,0.0,Low Risk
24,50000,Mortgage,8.0,Venture,A,13700,6.03,0,0.27,N,3,0.0,Low Risk
25,39000,Rent,0.0,Venture,C,6000,13.49,1,0.15,Y,2,0.71,High Risk
22,50000,Mortgage,6.0,Personal,A,15000,7.9,0,0.3,N,3,0.04,Low Risk
23,39000,Rent,1.0,Education,D,6000,15.99,1,0.15,N,3,0.95,High Risk
23,50000,Mortgage,3.0,Education,A,10000,6.03,0,0.2,N,4,0.0,Low Risk
24,50000,Mortgage,2.0,Medical,A,12000,6.62,0,0.24,N,4,0.0,Low Risk
26,50000,Own,10.0,Venture,A,9825,7.9,0,0.2,N,4,0.0,Low Risk
26,45000,Rent,3.0,Medical,A,6000,7.49,0,0.13,N,2,0.0,Low Risk
26,50000,Mortgage,4.0,Venture,A,17200,7.51,0,0.34,N,4,0.03,Low Risk
25,50000,Own,9.0,Education,E,9175,19.42,0,0.18,N,4,0.09,Low Risk
23,39000,Rent,7.0,Medical,D,6000,14.09,1,0.15,Y,3,0.94,High Risk
26,45000,Rent,3.0,Education,A,6000,5.79,0,0.13,N,2,0.02,Low Risk
22,45000,Rent,0.0,Personal,C,6000,13.23,0,0.13,N,4,0.02,Low Risk
23,45000,Rent,2.0,Venture,B,6000,11.86,0,0.13,N,3,0.0,Low Risk
23,45000,Rent,7.0,Venture,B,6000,11.49,0,0.13,N,2,0.01,Low Risk
22,50000,Mortgage,6.0,Debt Consolidation,A,12000,7.9,0,0.24,N,4,0.05,Low Risk
22,50000,Mortgage,6.0,Personal,A,7800,6.62,0,0.16,N,3,0.0,Low Risk
26,50000,Mortgage,10.0,Debt Consolidation,A,5400,8.9,0,0.11,N,2,0.03,Low Risk
22,39000,Rent,6.0,Home Improvement,C,6000,13.22,1,0.15,Y,2,0.89,High Risk
23,45000,Rent,8.0,Debt Consolidation,C,6000,12.53,0,0.13,N,2,0.01,Low Risk
21,45000,Rent,5.0,Medical,A,6000,9.38,0,0.13,N,4,0.03,Low Risk
25,39396,Rent,0.0,Venture,D,6000,15.31,1,0.15,Y,3,0.99,High Risk
26,50000,Own,6.0,Education,B,3000,9.91,0,0.06,N,2,0.01,Low Risk
26,50000,Mortgage,7.0,Venture,A,7200,6.62,0,0.14,N,2,0.0,Low Risk
26,39600,Rent,3.0,Personal,B,6000,12.42,1,0.15,N,3,0.72,High Risk
24,50000,Mortgage,3.0,Venture,A,15000,8.9,0,0.3,N,2,0.0,Low Risk
22,50000,Own,6.0,Education,B,1000,9.91,0,0.02,N,2,0.0,Low Risk
25,46000,Rent,3.0,Personal,C,6000,14.72,0,0.13,Y,4,0.04,Low Risk
